"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상","2020년06월_남_총인구수","2020년06월_남_연령구간인구수","2020년06월_남_0~9세","2020년06월_남_10~19세","2020년06월_남_20~29세","2020년06월_남_30~39세","2020년06월_남_40~49세","2020년06월_남_50~59세","2020년06월_남_60~69세","2020년06월_남_70~79세","2020년06월_남_80~89세","2020년06월_남_90~99세","2020년06월_남_100세 이상","2020년06월_여_총인구수","2020년06월_여_연령구간인구수","2020년06월_여_0~9세","2020년06월_여_10~19세","2020년06월_여_20~29세","2020년06월_여_30~39세","2020년06월_여_40~49세","2020년06월_여_50~59세","2020년06월_여_60~69세","2020년06월_여_70~79세","2020년06월_여_80~89세","2020년06월_여_90~99세","2020년06월_여_100세 이상"
"서울특별시 동대문구 회기동(1123071000)","10,396","10,396","470","737","3,106","1,454","1,342","1,214","968","701","334","59","11","4,942","4,942","249","330","1,454","762","669","603","431","293","133","17","1","5,454","5,454","221","407","1,652","692","673","611","537","408","201","42","10"
"서울특별시 동대문구 휘경제1동(1123072000)","13,731","13,731","801","832","3,126","2,195","1,734","2,028","1,531","1,001","411","63","9","6,715","6,715","415","415","1,418","1,171","889","1,028","738","441","177","17","6","7,016","7,016","386","417","1,708","1,024","845","1,000","793","560","234","46","3"
"서울특별시 동대문구 휘경제2동(1123073000)","24,450","24,450","1,316","2,161","5,255","3,048","3,582","3,567","2,926","1,810","665","108","12","12,150","12,150","685","1,025","2,797","1,628","1,791","1,735","1,384","812","246","42","5","12,300","12,300","631","1,136","2,458","1,420","1,791","1,832","1,542","998","419","66","7"
"서울특별시 동대문구 이문제1동(1123074000)","18,593","18,593","729","1,387","4,666","2,188","2,509","2,604","2,185","1,520","673","97","35","9,216","9,216","355","685","2,333","1,246","1,294","1,330","1,008","649","283","26","7","9,377","9,377","374","702","2,333","942","1,215","1,274","1,177","871","390","71","28"
"서울특별시 동대문구 이문제2동(1123075000)","20,721","20,721","1,339","1,913","2,884","2,573","3,289","3,431","2,700","1,806","681","97","8","10,065","10,065","672","965","1,383","1,317","1,633","1,704","1,284","795","284","26","2","10,656","10,656","667","948","1,501","1,256","1,656","1,727","1,416","1,011","397","71","6"
"서울특별시 중랑구 (1126000000)","394,414","394,414","23,635","27,525","56,031","58,354","58,319","69,966","56,521","30,967","11,328","1,569","199","195,349","195,349","12,200","14,038","27,931","30,165","30,083","34,588","27,429","14,129","4,380","361","45","199,065","199,065","11,435","13,487","28,100","28,189","28,236","35,378","29,092","16,838","6,948","1,208","154"
"서울특별시 중랑구 면목제2동(1126052000)","25,309","25,309","1,366","1,687","3,454","3,448","3,876","4,993","3,590","2,045","731","107","12","12,644","12,644","699","830","1,713","1,849","2,057","2,555","1,726","910","273","31","1","12,665","12,665","667","857","1,741","1,599","1,819","2,438","1,864","1,135","458","76","11"
"서울특별시 중랑구 면목제4동(1126054000)","19,286","19,286","1,124","1,248","2,529","2,787","3,021","3,333","2,855","1,801","496","82","10","9,653","9,653","599","673","1,303","1,452","1,621","1,673","1,337","785","184","25","1","9,633","9,633","525","575","1,226","1,335","1,400","1,660","1,518","1,016","312","57","9"
"서울특별시 중랑구 면목제5동(1126055000)","9,556","9,556","521","652","1,255","1,415","1,441","1,793","1,396","793","258","28","4","4,855","4,855","243","330","676","750","783","923","685","352","109","3","1","4,701","4,701","278","322","579","665","658","870","711","441","149","25","3"
"서울특별시 중랑구 면목본동(1126056500)","35,084","35,084","1,759","2,104","5,265","5,517","5,227","6,484","4,830","2,809","948","115","26","17,444","17,444","912","1,036","2,688","2,899","2,701","3,226","2,329","1,254","368","24","7","17,640","17,640","847","1,068","2,577","2,618","2,526","3,258","2,501","1,555","580","91","19"
"서울특별시 중랑구 면목제7동(1126057000)","22,477","22,477","1,247","1,317","3,103","3,486","3,223","3,995","3,454","1,899","654","87","12","11,266","11,266","670","681","1,603","1,778","1,723","1,925","1,703","910","252","19","2","11,211","11,211","577","636","1,500","1,708","1,500","2,070","1,751","989","402","68","10"
"서울특별시 중랑구 면목제3.8동(1126057500)","26,073","26,073","1,239","1,608","3,864","3,774","3,669","4,739","3,956","2,293","816","105","10","12,981","12,981","617","841","1,959","2,001","1,941","2,319","1,893","1,052","325","30","3","13,092","13,092","622","767","1,905","1,773","1,728","2,420","2,063","1,241","491","75","7"
"서울특별시 중랑구 상봉제1동(1126058000)","25,133","25,133","1,945","2,047","3,662","3,722","3,656","4,526","3,226","1,617","643","87","2","12,304","12,304","1,020","1,075","1,827","1,879","1,772","2,190","1,577","705","243","16","0","12,829","12,829","925","972","1,835","1,843","1,884","2,336","1,649","912","400","71","2"
"서울특별시 중랑구 상봉제2동(1126059000)","19,714","19,714","812","870","3,920","4,068","2,623","3,139","2,417","1,339","446","69","11","9,612","9,612","416","454","1,687","2,079","1,364","1,594","1,157","654","188","17","2","10,102","10,102","396","416","2,233","1,989","1,259","1,545","1,260","685","258","52","9"
"서울특별시 중랑구 중화제1동(1126060000)","20,515","20,515","1,338","1,399","2,985","3,311","2,872","3,463","3,006","1,507","558","71","5","10,052","10,052","701","692","1,478","1,704","1,493","1,626","1,440","682","222","13","1","10,463","10,463","637","707","1,507","1,607","1,379","1,837","1,566","825","336","58","4"
"서울특별시 중랑구 중화제2동(1126061000)","26,135","26,135","1,133","1,272","3,868","3,784","3,657","5,129","4,067","2,271","847","90","17","13,443","13,443","603","673","1,905","2,039","1,963","2,731","2,110","1,037","342","34","6","12,692","12,692","530","599","1,963","1,745","1,694","2,398","1,957","1,234","505","56","11"
"서울특별시 중랑구 묵제1동(1126062000)","35,700","35,700","2,556","3,219","4,951","5,144","5,979","5,618","4,572","2,551","968","120","22","17,350","17,350","1,312","1,631","2,379","2,570","2,963","2,700","2,168","1,193","402","25","7","18,350","18,350","1,244","1,588","2,572","2,574","3,016","2,918","2,404","1,358","566","95","15"
"서울특별시 중랑구 묵제2동(1126063000)","19,554","19,554","1,165","1,265","2,806","3,148","2,950","3,194","2,918","1,521","512","63","12","9,611","9,611","601","651","1,362","1,664","1,478","1,568","1,365","698","204","16","4","9,943","9,943","564","614","1,444","1,484","1,472","1,626","1,553","823","308","47","8"
"서울특별시 중랑구 망우본동(1126065500)","30,516","30,516","1,526","1,943","4,247","4,111","4,189","5,835","4,935","2,591","969","152","18","15,379","15,379","783","972","2,197","2,147","2,254","2,934","2,470","1,213","369","36","4","15,137","15,137","743","971","2,050","1,964","1,935","2,901","2,465","1,378","600","116","14"
"서울특별시 중랑구 망우제3동(1126066000)","17,378","17,378","853","1,234","2,379","2,232","2,503","3,383","2,693","1,464","541","81","15","8,755","8,755","444","586","1,215","1,220","1,264","1,747","1,367","688","208","13","3","8,623","8,623","409","648","1,164","1,012","1,239","1,636","1,326","776","333","68","12"
"서울특별시 중랑구 신내1동(1126068000)","40,459","40,459","3,597","3,855","5,079","5,395","6,128","6,714","5,417","2,837","1,206","214","17","19,733","19,733","1,844","1,998","2,574","2,653","3,097","3,173","2,613","1,304","438","37","2","20,726","20,726","1,753","1,857","2,505","2,742","3,031","3,541","2,804","1,533","768","177","15"
"서울특별시 중랑구 신내2동(1126069000)","21,525","21,525","1,454","1,805","2,664","3,012","3,305","3,628","3,189","1,629","735","98","6","10,267","10,267","736","915","1,365","1,481","1,609","1,704","1,489","692","253","22","1","11,258","11,258","718","890","1,299","1,531","1,696","1,924","1,700","937","482","76","5"
"서울특별시 성북구 (1129000000)","441,812","441,812","30,057","38,439","67,142","61,234","71,370","69,723","53,944","33,713","13,832","1,983","375","213,431","213,431","15,349","19,533","32,508","30,532","35,146","34,317","25,385","14,742","5,320","506","93","228,381","228,381","14,708","18,906","34,634","30,702","36,224","35,406","28,559","18,971","8,512","1,477","282"
"서울특별시 성북구 성북동(1129052500)","16,986","16,986","829","1,254","2,757","2,539","2,627","2,737","2,019","1,408","667","135","14","7,972","7,972","390","675","1,284","1,195","1,263","1,293","947","605","278","35","7","9,014","9,014","439","579","1,473","1,344","1,364","1,444","1,072","803","389","100","7"
"서울특별시 성북구 삼선동(1129055500)","24,000","24,000","1,221","2,017","4,314","3,415","3,825","3,730","2,672","1,869","801","101","35","11,422","11,422","639","1,037","1,941","1,670","1,874","1,876","1,254","791","305","27","8","12,578","12,578","582","980","2,373","1,745","1,951","1,854","1,418","1,078","496","74","27"
"서울특별시 성북구 동선동(1129057500)","15,673","15,673","584","1,033","4,436","2,556","2,081","1,891","1,473","1,090","445","67","17","6,614","6,614","285","452","1,447","1,201","995","919","655","463","172","20","5","9,059","9,059","299","581","2,989","1,355","1,086","972","818","627","273","47","12"
"서울특별시 성북구 돈암제1동(1129058000)","15,561","15,561","871","1,419","2,124","2,023","2,284","2,777","2,154","1,276","548","72","13","7,287","7,287","414","678","996","997","1,072","1,342","995","565","196","27","5","8,274","8,274","457","741","1,128","1,026","1,212","1,435","1,159","711","352","45","8"
"서울특별시 성북구 돈암제2동(1129059000)","24,742","24,742","2,153","2,874","3,008","3,127","4,621","4,038","2,647","1,474","668","121","11","11,824","11,824","1,108","1,443","1,501","1,462","2,190","1,934","1,255","635","264","29","3","12,918","12,918","1,045","1,431","1,507","1,665","2,431","2,104","1,392","839","404","92","8"
"서울특별시 성북구 안암동(1129060000)","15,489","15,489","484","956","5,032","2,107","1,763","2,108","1,495","1,029","448","53","14","7,843","7,843","245","509","2,648","1,184","905","1,022","707","436","172","11","4","7,646","7,646","239","447","2,384","923","858","1,086","788","593","276","42","10"
"서울특별시 성북구 보문동(1129061000)","16,156","16,156","1,019","1,023","2,806","2,731","2,502","2,597","1,862","1,084","446","70","16","7,826","7,826","521","500","1,379","1,395","1,261","1,242","883","466","164","10","5","8,330","8,330","498","523","1,427","1,336","1,241","1,355","979","618","282","60","11"
"서울특별시 성북구 정릉제1동(1129062000)","18,932","18,932","1,506","1,846","2,335","2,750","3,335","2,884","2,179","1,412","595","78","12","9,152","9,152","788","912","1,178","1,332","1,632","1,427","1,022","609","230","21","1","9,780","9,780","718","934","1,157","1,418","1,703","1,457","1,157","803","365","57","11"
"서울특별시 성북구 정릉제2동(1129063000)","23,526","23,526","1,563","1,945","3,215","3,160","3,679","3,770","3,280","1,989","795","112","18","11,410","11,410","802","1,018","1,625","1,628","1,805","1,802","1,515","865","317","31","2","12,116","12,116","761","927","1,590","1,532","1,874","1,968","1,765","1,124","478","81","16"
"서울특별시 성북구 정릉제3동(1129064000)","15,654","15,654","696","1,058","3,089","1,932","2,035","2,377","2,170","1,499","673","115","10","7,769","7,769","347","542","1,719","1,087","1,010","1,159","980","636","258","29","2","7,885","7,885","349","516","1,370","845","1,025","1,218","1,190","863","415","86","8"
"서울특별시 성북구 정릉제4동(1129065000)","25,946","25,946","1,819","2,252","3,273","3,454","4,302","4,186","3,519","2,171","828","119","23","12,554","12,554","952","1,189","1,665","1,670","2,133","2,019","1,607","956","328","31","4","13,392","13,392","867","1,063","1,608","1,784","2,169","2,167","1,912","1,215","500","88","19"
"서울특별시 성북구 길음제1동(1129066000)","36,603","36,603","4,156","4,878","3,484","4,964","8,003","4,875","3,220","2,086","795","117","25","17,440","17,440","2,143","2,385","1,657","2,251","3,850","2,464","1,456","911","290","26","7","19,163","19,163","2,013","2,493","1,827","2,713","4,153","2,411","1,764","1,175","505","91","18"
"서울특별시 성북구 길음제2동(1129068500)","17,156","17,156","1,510","1,427","2,170","2,573","3,004","2,735","2,074","1,147","439","58","19","8,296","8,296","806","751","1,048","1,247","1,423","1,353","988","494","163","18","5","8,860","8,860","704","676","1,122","1,326","1,581","1,382","1,086","653","276","40","14"
"서울특별시 성북구 종암동(1129070500)","40,013","40,013","2,822","3,805","5,834","5,333","6,603","6,357","4,632","2,932","1,420","234","41","19,714","19,714","1,455","2,043","3,078","2,652","3,249","3,192","2,196","1,257","512","67","13","20,299","20,299","1,367","1,762","2,756","2,681","3,354","3,165","2,436","1,675","908","167","28"
"서울특별시 성북구 월곡제1동(1129071500)","27,107","27,107","2,191","2,660","3,073","3,629","4,703","4,287","3,497","2,144","804","93","26","13,106","13,106","1,104","1,290","1,484","1,803","2,338","2,134","1,655","964","308","20","6","14,001","14,001","1,087","1,370","1,589","1,826","2,365","2,153","1,842","1,180","496","73","20"
"서울특별시 성북구 월곡제2동(1129072500)","20,130","20,130","1,167","1,542","3,600","2,815","2,925","3,057","2,620","1,617","682","94","11","9,668","9,668","602","777","1,545","1,447","1,496","1,538","1,261","708","272","21","1","10,462","10,462","565","765","2,055","1,368","1,429","1,519","1,359","909","410","73","10"
